"id","category","city","country","cover","currency","date_online","description","external_id","is_online","lat","lng","location","price","price_unit","quantity","quantity_selector","supplier_email","title","url","_Conditionnement","_Région","_Brasserie","_Couleur de la bière","_Alcool %","_Amertume","_Gamme","_Contenant","_Volume","_Bière #1 du Pack","_Bière #2 du Pack","_L'avis d'Adopte Un Brasseur","_Bière #3 du Pack","_Bière #4 du Pack","_Bière #5 du Pack","_Bière #6 du Pack","_Caractéristiques","_Note Guide Hachette 2021","_Durée de l'abonnement","_Date de livraison"
"94890","Coffrets bières","Mamers","FR","https://cdn.kreezalid.com/kreezalid/550911/catalog/8080/108/pack-decouverte-mage-malte_gfxi0_278788570.png","EUR","2020-12-12 16:09:09","Découvre 6 bières artisanales Bio Mage Malte:
- 1 X Illumination 33cl 
- 1 X Orbe Feu 33cl 
- 1 X Iceberg 33cl 
- 1 X Archimage 33cl 
- 1 X Vulcain 33cl 
- 1 X Aristée 33cl ","","1","48.351282","0.378874","19 Rue de Navarre, 72600 Mamers, France","19","6","0","","mage.malte@gmail.com","Coffret bières Bio - 6x33cl","https://www.adopteunbrasseur.fr/listing/ouwxar0pbbm-coffret-bieres-bio-mage-malte-6x33cl","Carton de 6","Pays de la Loire","Mage Malte","Rousse","","Faible","Permanente","Bouteille en verre","33cl","/hooohdhm7z7-brasserie-mage-malte-vulcain-12x33cl","/ttbfkxdo0m8-brasserie-mage-malte-archimage-bio-12x33cl","","/mamzzqldogw-brasserie-mage-malte-aristee-12x33cl","/5egonh87t7y-brasserie-mage-malte-illumination-bio-12x33cl","/talyw1yf1or-brasserie-mage-malte-iceberg-bio-12x33cl","/skf9hqpggj7-brasserie-mage-malte-orbe-feu-bio-12x33cl","Bio","","",""
"94885","Coffrets bières","Forbach","FR","https://cdn.kreezalid.com/kreezalid/550911/catalog/8080/99/3_dfkwt_1013063022.png","EUR","2020-12-05 17:00:02","Nous te proposons un pack pour partir à la découverte de notre gamme permanente et d'une partie de notre gamme 'Craft':
- 1 x La Blonde : bière blonde de type “Helles”
- 2 x La Blanche : bière blanche de style ""Hefeweizen""
- 2 x L’Ambrée : bière ambrée de style ""Vienna Lager"" 
- 2 x L’IPA : bière blonde de style India Pale Ale. Elle a décroché une Médaille d’Or au Frankfurt International Trophy 2020.
- 2 x La Pils de Schoeneck : bière blonde germanique de style Pils
- 2 x Princesse Inca: bière de couleur rubis de style India Pale Lager.","","1","49.206351","6.900877","4 Rue Jules Verne, 57600 Forbach, France","36.6","12","20","","alexandre.wirig@brasserie-galibot.com","Coffret de bières - Into the wild 12x33cl","https://www.adopteunbrasseur.fr/listing/89fikp8v2p2-coffret-biere-galibot-into-the-wild-12x33cl","Carton de 12","Grand Est","Galibot","","","","Permanente","Bouteille en verre","","/sehsfn73sj5-brasserie-galibot-blanche-blanche-6x33cl","/1tzw514lwmj-brasserie-galibot-ambree-ambree-6x33cl","La Brasserie Galibot est une des plus belles pépites française. Ses bières sont précises, rondes et fortes en saveur. Alex, Tom et Charly ont su faire 'revivre' le style Lager qui avait été laissé un peu de côté ces dernières années. Elisabeth Pierre ne s'y est pas trompée, elle a attribué d'excellentes notes et critiques à leur gamme, avec un coup de coeur (partagé) pour la Princesse Inca.","/a8kuwxs8tlt-brasserie-galibot-ipa-blonde-6x33cl","/a930kukerl4-brasserie-galibot-blonde-blonde-6x33cl","/1ui1g9ybprq-la-pils-de-schoeneck-6x33cl","/964iwa9xffc-brasserie-galibot-princesse-inca-blonde-6x33cl","","","",""
"94552","Sans alcool","Mamers","FR","https://cdn.kreezalid.com/kreezalid/550911/catalog/8080/108/22_4xmgh_1194970321.png","EUR","2020-12-06 12:54:27","L’illusion d’une bière artisanale BIO sans alcool… L’association de plusieurs malts spéciaux et de houblons aux profils exotiques offre une étonnante palette de saveurs","","1","48.351282","0.378874","19 Rue de Navarre, 72600 Mamers, France","24.6","12","0","","mage.malte@gmail.com","Illusion - 12x33cl","https://www.adopteunbrasseur.fr/listing/9sizdgcq8pu-brasserie-mage-malte-illusion-12x33cl","Carton de 12","Pays de la Loire","Mage Malte","Rousse","0","Faible","Permanente","Bouteille en verre","33cl","","","","","","","","Bio","","",""
"94548","Fumées","Mamers","FR","https://cdn.kreezalid.com/kreezalid/550911/catalog/8080/108/21_vg0ta_1575738231.png","EUR","2020-12-06 13:03:43","La Vulcain est une bière légèrement ambrée. En bouche, on relève des notes de malts tourbés et du fruité. Elle est modérément amère mais tout de même houblonnée. Le côté fumé est discret mais présent. Les malts utilisés confère à cette bière un léger arôme fumé, complété par des notes d’agrumes provenant des houblons.

- Malt BIO Pilsner,Malt BIO Cara Ruby, Malt Tourbé BIO .
- Houblon: Pekko BIO,Citra BIO, Chinook BIO.
- Levure S33

Quelques accords : roquefort, fruits de mer.","","1","48.351282","0.378874","19 Rue de Navarre, 72600 Mamers, France","28.8","12","0","","mage.malte@gmail.com","Vulcain - 12x33cl","https://www.adopteunbrasseur.fr/listing/hooohdhm7z7-brasserie-mage-malte-vulcain-12x33cl","Carton de 12","Pays de la Loire","Mage Malte","Rousse","5","Modérée","Permanente","Bouteille en verre","33cl","","","","","","","","Bio","","",""
"94544","Blonde Ale","Mamers","FR","https://cdn.kreezalid.com/kreezalid/550911/catalog/8080/108/27_xhksk_826842388.png","EUR","2020-12-06 12:54:55","L'Alchimie est une potion blonde légère et douce. Idéal pour étancher une petite soif. L’Alchimie révèle des saveurs de céréales et sarrasin en fin de bouche. Amertume douce.

- Malt BIO Pilsen, Malt BIO Cara Ruby,
- Sarrasin Bio.
- Houblon: Pulawski BIO, Simcoe Bio, Citra Bio.
- Levure S33.

Quelques accords : asperges, salades, crudités, tarama, guacamole, sandwiches, moules, sushi, poulet rôti, carpaccio, charcuterie, rôti de veau, viandes blanches ou rouges grillées, fromages à pâte pressée cuite, fromages de chèvre, desserts aux fruits.","","1","48.351282","0.378874","19 Rue de Navarre, 72600 Mamers, France","26.4","12","0","","mage.malte@gmail.com","Alchimie - bio - 12x33cl","https://www.adopteunbrasseur.fr/listing/suyb5xdxlwz-brasserie-mage-malte-alchimie-bio-12x33cl","Carton de 12","Pays de la Loire","Mage Malte","Blonde","3.5","Faible","Permanente","Bouteille en verre","33cl","","","","","","","","Bio","","",""
"94541","Triple","Mamers","FR","https://cdn.kreezalid.com/kreezalid/550911/catalog/8080/108/25_25v7r_1736015409.png","EUR","2020-12-06 12:52:51","L'Archimage est une bière puissante ronde en bouche. Trois Malts Bio pour encore plus de saveurs. De la magie liquide pour une explosion d’arômes.
La triple Archimage est plus chargée en alcool . D’une couleur blond doré sa mousse blanche et crémeuse ainsi que sa rondeur en bouche en fontt une bière de caractère.

Bière récompensée par une Médaille d'or au concours général agricole de Paris 2019 et une note de 3 étoiles au guide Hachette des Bières2021.

- Malt BIO Pilsner, Malt BIO Cara Ruby, Malt BIO Vienna,
- Pulawski BIO, Golding BIO.
- Levure S 33.

Quelques accords : asperges, salades, crudités, tarama, guacamole, sandwiches, moules, sushi, poulet rôti, carpaccio, charcuterie, rôti de veau, viandes blanches ou rouges grillées, fromages à pâte pressée cuite, fromages de chèvre, desserts aux fruits.crémeux à croûte lavée, fromages à pâte molle (camembert) desserts caramélisés, pain d’épices, crème brûlée.
","","1","48.351282","0.378874","19 Rue de Navarre, 72600 Mamers, France","28.8","12","0","","mage.malte@gmail.com","Archimage - bio - 12x33cl","https://www.adopteunbrasseur.fr/listing/ttbfkxdo0m8-brasserie-mage-malte-archimage-bio-12x33cl","Carton de 12","Pays de la Loire","Mage Malte","Blonde","8","Faible","Permanente","Bouteille en verre","33cl","","","","","","","","Bio","","",""
"94515","Blonde Ale","Mamers","FR","https://cdn.kreezalid.com/kreezalid/550911/catalog/8080/108/23_t5nf1_838558609.png","EUR","2020-12-06 12:52:40","L'Aristée est une faveur divine qui va vous transporter de fleurs en fleurs. Les saveurs de miel se marient avec les arômes de fleurs et de malts. 
- Malt BIO Pilsen, Malt BIO Cara Ruby
- Houblon: Pulawski BIO, Simcoe Bio.
- Miel BIO Châtaignier France.
- Levure S33.
Quelques accords : foie gras, saucisson fumé, terrines, gibiers, viandes en sauce, agneau rôti, poissons fumés et grillés, acras, légumes provençaux cuits, fromages à pâte persillé, fromages crémeux à croûte lavée, fromages à pâte molle (camembert) desserts caramélisés, pain d’épices, crème brûlée.","","1","48.351282","0.378874","19 Rue de Navarre, 72600 Mamers, France","28.2","12","0","","mage.malte@gmail.com","Aristée - 12x33cl","https://www.adopteunbrasseur.fr/listing/mamzzqldogw-brasserie-mage-malte-aristee-12x33cl","Carton de 12","Pays de la Loire","Mage Malte","Blonde","6","Faible","Permanente","Bouteille en verre","33cl","","","","","","","","Bio","","",""
"94511","Dark IPA","Mamers","FR","https://cdn.kreezalid.com/kreezalid/550911/catalog/8080/108/17_hwkqv_750710691.png","EUR","2020-12-06 13:06:01","La Black Nebula cache une amertume et des arômes d’India Pâle Ale.  Laissez-vous surprendre!  Nez puissant avec des arômes d’agrumes. Une Black I.P.A. Ronde et puissante en bouche. D’une teinte noir ébène, une mousse épaisse, crémeuse, onctueuse et moelleuse en bouche.
- Malt BIO Pilsen, Malt BIO Cara Ruby, Malt BIO Froment, Malt BIO Chocolate,
- Malt BIO Black.
- Houblon: chinook BIO, Wakatu BIO.
- Levure S33.
Quelques accords : huîtres et coquillages, crevettes, haddock, sushis et cuisine asiatique, charcuteries fumées, viandes rouges, daubes, gibiers, foies gras, reblochon, roquefort, desserts chocolatés (moka, fondant au chocolat).","","1","48.351282","0.378874","19 Rue de Navarre, 72600 Mamers, France","28.8","12","0","","mage.malte@gmail.com","Black Nebula - 12x33cl","https://www.adopteunbrasseur.fr/listing/dqx0khpj513-brasserie-mage-malte-black-nebula-12x33cl","Carton de 12","Pays de la Loire","Mage Malte","Brune","7","Forte","Permanente","Bouteille en verre","33cl","","","","","","","","Bio","","",""
"94510","India Pale Ale","Mamers","FR","https://cdn.kreezalid.com/kreezalid/550911/catalog/8080/108/20_bq645_1014344654.png","EUR","2020-12-06 12:52:14","Gratitude est une IPA ronde en bouche et fruitée. Les houblons apportent des arômes de fruits exotiques, Mangue, Agrumes. Des notes de céréales sont également présente. Une IPA Ronde en bouche et fruitée. Les houblons apportent des arômes de fruits exotiques, Mangue, Agrumes. Des notes de céréales sont également présentes.
Bière récompensée par une note de 3 étoiles au guide Hachette des Bières 2021

- Malt BIO Pilsen, Malt BIO Cara Ruby.
- Houblon: Citra BIO. Rakau BIO.
- Levure US05.

Quelques accords : plats épicés ou pimentés le rougail saucisses, plat typique réunionnais, acras de morue, Couscous. N’oublions pas le fromage, car les IPA s’accordent très bien avec le Roquefort, lui qui est si difficile à accorder avec le vin d’habitude.","","1","48.351282","0.378874","19 Rue de Navarre, 72600 Mamers, France","31.2","12","0","","mage.malte@gmail.com","Gratitude - bio - 12x33cl","https://www.adopteunbrasseur.fr/listing/kvvdbovsigt-brasserie-mage-malte-gratitude-bio-12x33cl","Carton de 12","Pays de la Loire","Mage Malte","Blanche","6","Modérée","Permanente","Bouteille en verre","33cl","","","","","","","","Bio","***","",""
"94503","Fruitées / Epicées","Mamers","FR","https://cdn.kreezalid.com/kreezalid/550911/catalog/8080/108/18_udqgp_44207528.png","EUR","2020-12-06 12:52:26","L’Iceberg est une bière blanche gingembre qui révèle des saveurs adoucies par le malt biologique. Cette combinaison révèle une amertume équilibrée pour une bière formidablement rafraichissante.

Un aspect trouble, des couleurs blond pâle, une mousse un peu fugace, fine et blanche, caractérisée par des notes acidulées, la bière blanche met les papilles en éveil par ses arômes d’épices et d’agrumes. Un aspect trouble, des couleurs blond pâle, une mousse un peu fugace, fine et blanche, caractérisée par des notes acidulées, la bière blanche met les papilles en éveil par ses arômes d’épices et d’agrumes.

- Malt BIO Pilsen,
- Malt BIO Froment.
- Houblon: Golding BIO, Gingembre BIO.
- Levure WB06.

Quelques accords : crudités, huitres, fruits de mer, poissons grillés ou fumés, raviolis chinois, maïs grillé, chèvre frais, tarte au citron, sorbets, agrumes, desserts aux fruits.
","","1","48.351282","0.378874","19 Rue de Navarre, 72600 Mamers, France","27.6","12","0","","mage.malte@gmail.com","Iceberg - bio - 12x33cl","https://www.adopteunbrasseur.fr/listing/talyw1yf1or-brasserie-mage-malte-iceberg-bio-12x33cl","Carton de 12","Pays de la Loire","Mage Malte","Blanche","5","Faible","Permanente","Bouteille en verre","33cl","","","","","","","","Bio","","",""
"94499","Blonde Ale","Mamers","FR","https://cdn.kreezalid.com/kreezalid/550911/catalog/8080/108/16_brcik_1940631112.png","EUR","2020-12-06 12:51:23","L’Illumination est une bière blonde maltée qui révèle des saveurs uniques. Sont présentes, les saveurs du malt bio, soulignées par les arômes floraux et fruités des houblons . C’est une bière soyeuse en bouche.

- Malt BIO Pilsner, Malt BIO Cara Ruby.
- Houblon: Cascade BIO, Chinook BIO.
- Levure US-05.

Peut se déguster à l’apéritif mais aussi avec de nombreux plats comme les salades, les crudités, le poisson, les viandes rouges, le fromage ou les desserts fruités.

Quelques accords : asperges, salades, crudités, tarama, guacamole, sandwiches, moules, sushi, poulet rôti, carpaccio, charcuterie, rôti de veau, viandes blanches ou rouges grillées, fromages à pâte pressée cuite, fromages de chèvre, desserts aux fruits.

Bière récompensée par la médaille d'Argent au concours général agricole de Paris en 2018","","1","48.351282","0.378874","19 Rue de Navarre, 72600 Mamers, France","27.6","12","0","","mage.malte@gmail.com","Illumination - bio - 12x33cl","https://www.adopteunbrasseur.fr/listing/5egonh87t7y-brasserie-mage-malte-illumination-bio-12x33cl","Carton de 12","Pays de la Loire","Mage Malte","Blonde","5.5","Faible","Permanente","Bouteille en verre","33cl","","","","","","","","Bio","","",""
"94496","Amber Ale","Mamers","FR","https://cdn.kreezalid.com/kreezalid/550911/catalog/8080/108/14_fx34i_2079924688.png","EUR","2020-12-06 12:19:56","L’Orbe Feu est une bière bio ambrée maltée qui révèle des saveurs uniques. Un soupçon de malt torréfié et de malt caramel, soulignés par les arômes floraux du houblon Cascade. C’est une bière riche en saveurs. Elle se marie donc très bien avec du foie gras, de la viande blanche et des desserts caramélisés.

Quelques accords : foie gras, saucisson fumé, terrines, gibiers, viandes en sauce, agneau rôti, poissons fumés et grillés, acras, légumes provençaux cuits, fromages à pâte persillé, fromages crémeux à croûte lavée, fromages à pâte molle (camembert) desserts caramélisés, pain d’épices, crème brûlée.

Cette bière a été récompensée à de multiples reprises:
- Médaille d'Or au concours générale agricole de Paris en 2019
- 3 étoiles dans le Guide Hachette des Bières 2021","","1","48.351282","0.378874","19 Rue de Navarre, 72600 Mamers, France","27.6","12","0","","mage.malte@gmail.com","Orbe Feu - bio - 12x33cl","https://www.adopteunbrasseur.fr/listing/skf9hqpggj7-brasserie-mage-malte-orbe-feu-bio-12x33cl","Carton de 12","Pays de la Loire","Mage Malte","Rousse","6","Faible","Permanente","Bouteille en verre","33cl","","","","","","","","Bio","***","",""
"94492","Fruitées / Epicées","Mamers","FR","https://cdn.kreezalid.com/kreezalid/550911/catalog/8080/108/11_hur2a_1966056219.png","EUR","2020-12-06 12:55:27","Bière de saison spécialement brassée pour Noël. La vanille de Madagascar et la fève de tonka sont mises à l’honneur! Un stout onctueux et savoureux. Arômes Chocolatés et boisés. 
Les mélanges de malts pâles et de malts torréfiés confèrent à  la MAGIC une certaine force et une rondeur en bouche qui lui permettent de s’accorder avec les mets les plus fins. Aromatique et épicée, elle est de couleur noir.","","1","48.351282","0.378874","19 Rue de Navarre, 72600 Mamers, France","31.2","12","0","","mage.malte@gmail.com","Magic Christmas Stout - bio - 12x33cl","https://www.adopteunbrasseur.fr/listing/pak2frcp11h-brasserie-mage-malte-magic-christmas-stout-bio-12x33cl","Carton de 12","Pays de la Loire","Mage Malte","Brune","7","Faible","Ephémère","Bouteille en verre","33cl","","","","","","","","Bio","","",""
